AgeAbove35,Accessibility,Employment,MentalHealth,YearsCodePro,Employed,Skills_dist,has_advanced_degree,salary_per_year_exp,NoHigherEd,HasTopCountry,Gender_Woman,MainBranch_NotDev
0,0,1,0,1,1,2,0,5026.0,0,1,0,0
0,0,1,0,6,1,0,0,9198.857142857143,1,0,0,0
0,0,1,0,7,0,0,0,11250.0,1,0,0,0
0,0,0,1,14,1,2,0,2656.8,0,0,0,0
0,0,1,0,2,1,1,0,14320.0,0,0,0,1
0,0,1,0,2,0,1,0,6292.0,0,0,0,1
0,0,1,0,3,1,1,0,21250.0,0,1,0,0
1,0,1,0,30,0,1,1,3870.967741935484,0,1,0,1
0,0,1,0,11,0,1,1,14003.083333333334,0,1,0,0
1,0,1,0,9,0,2,0,12258.0,0,0,0,0
0,0,1,0,5,0,0,0,7298.0,0,0,0,0
0,0,1,0,3,0,1,1,20500.0,0,0,0,0
1,0,1,0,24,1,2,0,5600.0,0,1,0,0
0,0,1,0,5,0,0,0,3839.5,0,1,0,0
1,0,1,1,10,0,1,0,3543.2727272727275,0,0,0,1
1,0,0,1,24,0,0,0,2479.2,0,0,0,0
0,0,1,0,3,0,0,0,11350.25,0,1,0,0
0,0,1,0,6,1,2,0,10848.0,0,0,0,0
0,0,0,0,1,1,1,0,7596.0,0,0,0,0
0,0,1,0,8,1,2,0,5137.333333333333,1,0,0,0
0,0,1,0,4,0,0,0,11908.8,0,0,0,0
1,0,1,0,4,0,1,1,30000.0,0,1,0,0
1,0,1,0,8,0,1,1,6606.0,0,0,1,0
1,0,0,0,7,0,1,1,8107.375,0,0,0,0
0,0,1,0,5,0,0,0,4886.666666666667,0,1,0,0
0,0,1,0,5,0,0,1,1861.5,0,1,0,0
0,0,1,0,0,1,2,0,14268.0,0,0,0,0
1,0,0,1,6,0,0,1,10285.714285714286,0,0,0,0
0,0,0,0,1,0,1,0,840.0,0,1,0,0
0,0,0,0,9,0,2,0,8301.9,1,0,0,1
0,0,1,0,4,1,1,1,1207.2,0,1,0,0
0,0,1,0,2,0,0,0,2748.0,0,0,0,1
0,0,1,0,6,1,0,1,12430.285714285714,0,0,0,0
0,0,1,0,4,1,1,1,10377.6,0,0,0,0
1,0,0,0,14,0,2,1,8647.866666666667,0,0,0,0
1,0,1,1,0,1,2,0,15600.0,0,0,0,0
1,0,1,1,10,1,1,0,1504.3636363636363,1,0,0,0
0,0,1,0,4,0,0,0,4800.0,0,0,0,0
0,0,1,0,5,1,2,0,3204.0,0,0,0,0
0,0,1,0,3,0,0,0,2010.0,0,1,0,0
0,0,1,0,2,0,0,0,15133.666666666666,0,0,0,0
0,0,1,0,6,0,0,1,8091.857142857143,0,1,0,0
0,0,1,0,2,0,0,1,4876.0,0,0,0,0
1,0,1,0,26,1,2,0,2802.5555555555557,0,0,0,0
1,0,1,0,15,1,2,1,10625.0,0,1,0,0
0,0,1,0,5,0,1,0,9818.0,0,0,0,0
0,0,1,0,3,0,0,0,2403.0,1,0,0,0
0,0,0,0,5,1,2,1,838.0,0,1,0,0
0,0,1,0,2,0,0,1,3544.0,0,0,1,1
0,0,1,0,5,0,0,0,9317.833333333334,0,0,0,0
0,0,1,0,1,1,0,0,11867.5,0,1,0,0
1,0,0,1,40,0,0,0,1756.0975609756097,1,1,0,0
0,0,1,0,3,0,0,0,17126.75,0,1,0,0
0,0,1,1,6,1,2,1,5713.714285714285,0,0,1,0
0,0,1,0,1,1,0,0,33250.0,0,1,0,0
0,0,1,1,2,1,2,0,20000.0,0,1,0,0
0,0,1,0,5,0,1,1,19818.0,0,0,0,0
0,0,1,1,2,0,0,0,2760.0,0,0,0,0
0,0,1,0,5,0,1,1,32000.0,0,1,0,0
1,0,1,1,34,1,2,0,5000.0,0,1,0,0
1,0,1,1,2,0,0,0,25000.0,0,1,0,0
1,0,1,0,8,0,1,0,6606.0,0,0,0,0
0,0,1,0,3,0,0,0,21250.0,0,1,0,1
0,0,0,1,4,0,0,1,10555.2,0,0,0,0
0,0,1,1,2,0,0,0,6981.0,0,1,1,0
1,0,1,0,17,0,0,1,10000.0,0,1,0,1
0,0,0,0,3,1,1,0,10500.0,0,0,0,0
0,0,1,0,5,0,1,0,1730.0,0,0,0,0
1,0,1,0,44,0,0,1,3111.1111111111113,0,1,0,0
0,0,1,0,3,1,2,0,1745.25,0,1,0,0
1,0,1,0,7,0,0,1,7902.0,0,1,0,0
0,0,1,0,10,1,1,0,7133.545454545455,0,0,0,0
0,0,1,0,3,1,1,0,2637.0,0,0,0,0
0,0,1,0,1,0,0,0,2094.0,0,1,0,0
0,0,1,1,10,1,2,0,10727.272727272728,0,1,1,0
0,0,1,0,2,0,0,0,3288.0,0,0,0,1
0,0,1,0,5,0,2,0,4350.0,0,0,0,0
0,0,0,0,6,1,2,0,6857.142857142857,0,1,0,0
0,0,1,1,0,0,1,0,53448.0,0,0,0,0
0,0,1,0,0,0,0,0,31644.0,0,0,0,1
0,0,1,0,3,1,2,0,2103.0,0,0,0,0
0,0,1,0,5,0,0,0,7864.0,0,0,0,0
0,0,1,0,0,1,2,1,12972.0,0,0,0,0
0,0,1,0,2,1,2,0,12000.0,0,1,0,0
0,0,1,0,2,1,1,0,948.0,0,1,0,0
0,0,1,0,3,0,2,0,3261.0,0,0,0,0
0,0,1,0,3,0,1,0,1170.0,0,0,0,0
0,0,1,0,8,1,1,1,2226.6666666666665,0,0,0,1
1,0,1,0,21,1,2,0,2665.6363636363635,0,1,0,0
0,0,1,1,2,0,1,0,2559.6666666666665,0,1,0,0
1,0,1,0,16,0,0,1,3688.0588235294117,0,0,0,1
0,0,1,1,13,0,0,1,8586.5,0,1,0,0
0,0,1,0,5,0,1,0,1536.0,0,1,0,0
0,0,1,0,0,0,0,1,6696.0,0,1,1,1
1,0,0,0,21,0,1,1,1238.1818181818182,0,0,0,0
0,0,0,0,4,1,2,0,2198.4,1,0,0,0
0,0,1,1,10,1,2,0,13818.181818181818,0,1,0,0
1,0,0,0,15,0,0,0,375.0,0,0,0,0
0,0,1,0,10,1,1,0,2184.0,0,0,0,0
0,0,1,1,8,0,1,0,2600.0,0,0,0,0
0,0,1,0,0,0,0,0,48644.0,1,1,0,1
0,0,1,0,2,1,2,0,21396.0,0,1,0,0
0,0,1,0,2,0,0,0,11824.0,0,0,0,0
1,1,0,1,32,0,1,0,5110.181818181818,0,1,0,0
0,0,1,1,5,1,2,0,7026.0,0,0,0,1
1,0,1,1,9,0,0,1,4377.6,0,0,0,0
1,0,1,0,15,0,0,0,3405.0,0,1,0,0
1,0,0,0,24,1,0,1,3891.52,0,0,0,1
0,0,1,0,2,1,2,0,16300.0,0,0,0,0
0,0,1,0,10,0,0,1,6463.0,0,1,0,0
0,0,1,1,4,0,2,0,11673.6,0,1,0,0
0,0,1,0,5,1,2,0,4352.0,0,0,0,0
1,0,1,0,8,0,0,1,7090.666666666667,0,0,0,0
0,0,1,0,6,1,1,0,7849.714285714285,0,0,0,0
0,0,1,1,8,0,0,0,13333.333333333334,0,1,0,1
0,0,1,0,2,1,2,0,29333.333333333332,0,1,0,0
1,0,1,0,11,1,1,0,9166.666666666666,0,1,0,0
1,0,1,1,9,0,0,1,10340.8,0,1,0,0
0,0,1,1,6,1,2,1,18465.571428571428,0,1,0,0
0,1,1,1,3,1,2,0,3588.0,0,0,0,0
1,0,1,1,10,1,0,0,1255.6363636363637,0,0,0,1
0,0,1,0,5,1,2,0,2378.0,0,0,0,0
1,0,1,0,18,0,0,0,1.263157894736842,0,0,0,1
0,0,1,0,3,1,1,0,32143.25,0,1,0,0
1,0,0,0,9,1,1,1,5400.0,0,0,0,0
0,0,1,0,2,0,0,0,17296.0,0,1,0,0
0,1,1,0,0,0,0,0,15192.0,0,0,0,0
1,0,1,0,40,1,2,0,3536.5853658536585,1,1,0,0
0,0,1,0,3,1,2,1,5259.0,0,0,0,0
0,0,0,0,5,0,0,0,12500.0,0,1,0,0
1,0,1,0,16,0,0,1,3497.294117647059,0,0,0,0
0,0,1,0,9,0,1,0,3211.2,0,1,0,0
1,0,1,0,9,1,1,0,12857.3,0,1,0,0
1,0,1,0,7,1,2,1,27500.0,0,0,0,1
1,0,1,0,18,1,1,0,6052.631578947368,0,1,0,0
0,0,1,0,1,0,0,0,36500.0,0,1,0,0
0,0,1,0,10,1,2,0,11818.181818181818,0,1,0,0
0,0,1,0,0,0,0,0,19236.0,0,0,0,0
1,0,0,0,30,0,1,0,5021.419354838709,0,0,0,0
0,0,1,1,12,1,2,0,7307.692307692308,0,1,0,0
1,0,1,1,5,1,0,0,16060.0,0,0,0,0
0,0,1,1,1,1,2,0,5880.0,1,0,0,0
1,0,0,0,15,0,0,0,739.0625,0,0,0,0
1,0,1,0,3,1,2,1,17566.0,0,1,0,1
1,0,1,1,23,0,2,0,5000.0,0,1,0,0
1,0,1,0,0,0,0,0,22344.0,0,0,0,1
0,0,1,1,6,0,1,0,18583.714285714286,0,1,0,0
1,0,1,0,14,1,2,0,12000.0,0,1,0,0
0,0,1,0,6,1,2,0,8816.42857142857,0,1,0,0
0,0,1,0,7,0,0,0,26375.0,0,0,0,0
0,0,1,1,10,1,2,0,11363.636363636364,0,1,0,0
1,0,1,0,30,0,0,1,5580.645161290323,0,0,0,1
0,0,1,1,8,1,2,0,15333.333333333334,0,1,0,0
1,0,1,0,15,0,0,0,10000.0,0,1,0,0
1,0,1,0,24,0,0,0,769.44,0,0,0,0
0,0,1,0,4,0,2,0,5916.0,0,0,0,0
0,0,1,0,5,0,0,1,6054.0,0,0,0,0
0,0,1,0,8,0,0,1,8407.666666666666,0,1,0,0
1,0,1,0,1,0,0,0,9618.0,0,0,0,1
0,0,1,0,4,0,0,0,4252.8,0,0,0,0
1,0,0,0,19,0,0,0,9435.95,0,1,0,0
1,0,1,0,17,1,1,0,6638.722222222223,0,1,0,0
0,0,1,0,0,1,1,1,24322.0,0,0,0,0
0,0,0,0,2,0,1,0,3504.0,0,0,0,0
0,0,1,0,1,0,2,1,50000.0,0,1,0,0
0,0,1,0,11,1,2,1,11848.75,0,1,0,0
1,0,1,1,11,0,0,1,3459.0,0,0,1,0
0,0,1,1,5,1,2,0,20833.333333333332,0,1,0,0
1,0,0,0,25,1,2,0,1846.1538461538462,0,1,0,0
0,0,0,0,2,0,1,0,1644.0,0,0,0,0
0,0,1,1,2,1,2,0,6412.0,0,0,0,0
0,0,1,1,2,0,0,1,17295.666666666668,0,0,0,0
0,0,1,0,7,1,0,1,14180.875,0,1,0,0
0,0,1,0,6,0,1,0,11890.857142857143,0,1,0,0
0,1,0,1,6,1,2,0,13517.142857142857,0,0,0,0
0,0,1,0,1,0,0,0,4122.0,0,0,0,0
0,0,1,0,5,0,0,0,8350.0,0,0,0,1
0,0,1,1,2,1,2,1,4312.0,0,0,0,0
0,0,1,0,3,0,1,1,22500.0,0,1,0,0
0,0,1,1,4,0,1,0,23220.0,0,1,1,0
0,0,1,1,4,1,2,0,16000.0,0,1,0,0
0,0,1,0,2,0,1,0,2356.0,0,0,0,0
1,0,1,0,12,1,1,0,8923.076923076924,0,1,0,0
1,0,1,0,5,0,0,0,12778.0,0,0,1,1
0,0,1,0,3,1,1,0,4809.0,0,0,0,0
0,0,1,1,4,1,2,1,30000.0,0,1,0,0
0,0,0,1,2,0,0,0,3104.0,1,1,0,1
0,0,1,0,6,1,2,0,19502.0,0,1,0,0
0,0,1,0,7,0,1,1,8886.625,0,1,0,0
0,0,1,1,3,0,0,0,11500.0,0,1,0,0
0,0,0,0,3,0,1,0,3405.0,0,0,0,0
0,0,1,0,2,0,1,0,10040.0,0,0,0,0
1,0,1,0,2,0,0,1,15630.333333333334,0,1,0,0
0,0,1,0,2,1,2,0,54833.333333333336,0,1,0,0
0,0,1,0,3,0,0,1,24218.5,0,0,0,0
0,1,1,1,1,0,1,1,23000.0,0,0,0,1
0,0,1,0,1,0,0,0,42500.0,0,1,0,1
0,0,1,1,4,0,0,0,6720.0,1,0,0,0
1,0,1,0,25,1,2,0,3083.5384615384614,1,0,0,0
0,0,1,0,4,1,2,0,3840.0,0,0,0,0
0,0,1,0,1,1,2,0,12575.5,0,0,0,0
0,0,1,0,12,1,1,0,12307.692307692309,0,1,0,1
0,0,1,0,7,1,0,0,8303.75,0,1,0,0
0,0,0,1,9,1,2,0,110.0,0,1,0,0
0,0,1,0,3,1,2,0,8400.0,0,0,0,0
0,0,1,0,8,1,2,0,17222.222222222223,0,1,0,0
0,0,1,0,4,0,0,0,4324.8,0,0,0,0
0,0,0,0,6,1,2,0,4985.714285714285,0,1,0,0
1,0,1,1,14,1,2,1,6331.0,0,0,0,0
0,0,1,0,8,1,1,0,9111.111111111111,0,1,0,0
0,0,1,0,0,0,0,1,22339.0,0,1,0,0
0,0,0,1,3,0,0,1,31413.0,0,1,1,1
0,0,1,0,3,0,1,0,24580.25,0,1,0,0
0,0,1,1,3,0,1,0,36250.0,0,1,0,0
0,0,1,0,1,0,0,0,45000.0,0,1,0,0
0,0,1,0,4,0,0,1,25000.0,0,1,0,0
0,0,1,0,2,0,0,0,884.0,0,0,0,0
1,0,1,0,31,1,2,0,6406.25,0,1,0,0
0,0,1,0,4,0,2,0,5584.6,0,1,0,0
0,0,1,0,4,0,0,1,4188.6,0,1,0,1
0,0,1,1,4,0,1,0,8000.0,0,1,0,1
0,0,1,0,0,0,0,0,9075.0,0,1,0,1
1,0,0,0,14,1,2,1,5333.333333333333,0,0,0,0
0,0,1,0,8,0,0,1,15555.555555555555,0,1,0,0
1,0,1,0,10,1,1,0,11818.181818181818,0,1,0,0
0,0,1,0,4,0,1,0,2277.6,0,1,0,0
0,0,0,0,8,0,1,0,3711.6666666666665,0,0,0,0
0,0,0,0,0,0,0,0,11000.0,1,1,0,0
1,1,1,0,12,0,0,0,4430.7692307692305,0,0,0,0
1,0,1,0,5,0,0,0,5000.0,0,1,0,1
1,0,1,0,7,0,2,1,22500.0,0,1,0,0
0,0,0,0,7,1,2,0,13822.5,0,1,0,0
0,0,1,0,9,0,0,0,16000.0,0,1,0,0
0,0,1,0,6,1,1,0,3904.1428571428573,0,0,0,0
0,1,1,0,3,1,1,0,1651.5,0,0,0,0
1,0,1,0,20,1,1,0,5726.190476190476,0,0,0,0
0,0,0,0,3,0,1,0,2139.0,0,0,0,0
0,0,1,0,14,1,0,0,6485.866666666667,0,1,0,0
1,0,1,0,5,0,0,0,22500.0,0,1,0,0
0,0,1,0,0,1,2,0,16754.0,0,1,0,0
0,0,1,0,2,0,1,0,2908.6666666666665,0,1,0,1
0,0,1,0,3,1,2,0,15567.0,0,0,0,0
1,0,1,0,27,1,2,0,2265.4285714285716,0,0,0,0
0,0,1,0,0,1,1,0,58000.0,0,1,0,0
0,0,1,0,3,1,2,0,4014.0,0,1,0,0
0,0,1,0,0,0,0,0,48644.0,0,1,0,0
0,0,1,0,10,0,1,0,4442.363636363636,0,1,0,0
0,0,1,0,3,1,0,0,2094.0,0,1,0,0
0,0,1,0,3,0,1,0,8028.0,0,1,0,0
1,0,1,1,12,1,1,1,3261.230769230769,0,0,0,0
1,0,1,0,20,0,0,0,2516.0,0,0,0,0
0,0,1,0,6,0,2,0,6000.0,0,0,0,0
0,0,1,1,3,1,2,0,2910.0,0,0,0,0
0,0,0,1,7,1,1,1,670.5,0,1,0,0
0,1,1,0,2,0,0,0,2277.0,0,1,0,0
1,0,1,0,25,0,0,1,4157.615384615385,0,1,0,0
0,0,1,0,3,1,2,0,1316.0,0,1,1,0
1,0,1,0,5,0,0,1,11890.0,0,0,0,0
0,0,1,0,1,1,0,0,5305.5,0,1,0,0
0,0,1,0,8,1,1,1,853.2222222222222,0,1,0,0
0,0,1,0,0,1,1,0,1788.0,0,0,0,0
0,0,1,1,3,1,0,0,888.0,0,0,0,0
1,0,1,0,23,1,1,1,1454.3333333333333,0,1,0,0
0,0,1,0,7,0,0,1,6934.5,0,0,0,0
0,0,1,0,0,0,0,0,5585.0,0,1,0,0
0,0,1,0,4,1,1,0,9512.6,0,1,0,0
1,0,0,0,27,1,1,1,7732.142857142857,0,0,0,0
0,0,1,0,7,0,0,1,1675.5,0,1,0,0
0,0,1,0,11,1,2,0,8907.916666666666,0,0,0,0
0,0,1,0,3,0,0,1,14328.0,0,0,1,0
0,0,1,0,7,1,1,1,8107.5,0,1,0,0
1,0,1,0,16,0,1,0,4705.882352941177,0,1,0,0
1,0,1,0,30,0,0,1,3828.548387096774,0,0,0,0
0,0,1,0,8,0,1,0,4364.0,0,0,0,0
0,0,1,0,4,0,1,0,6485.8,0,0,0,0
1,0,1,0,11,1,1,1,2972.6666666666665,0,0,0,0
0,0,0,0,0,0,0,0,14412.0,0,0,0,0
0,0,1,0,1,1,2,0,5838.0,0,0,0,0
0,0,1,0,8,1,2,0,5560.0,1,0,0,0
1,0,1,1,11,1,2,0,4930.0,0,0,0,0
1,0,0,0,4,1,2,0,41510.4,0,1,0,0
0,0,1,0,2,1,2,0,4804.0,0,0,0,0
0,0,1,0,0,0,0,0,26976.0,0,0,0,0
1,0,1,0,21,1,2,0,3138.7727272727275,0,0,0,0
1,0,1,0,22,0,1,0,4362.739130434783,0,0,0,0
0,0,1,0,6,1,1,1,8802.285714285714,0,1,0,1
1,0,1,0,22,1,1,0,3308.3478260869565,0,0,0,0
1,0,1,0,24,1,2,0,3372.64,0,0,0,0
0,0,1,0,3,1,2,0,3309.0,0,1,0,0
1,0,0,0,37,1,2,0,4814.9473684210525,0,0,0,0
1,0,1,0,34,1,2,0,4857.142857142857,0,0,0,0
0,0,1,1,4,0,1,0,2004.0,0,0,1,0
0,0,1,0,4,0,1,0,8656.2,0,1,0,0
0,0,1,0,3,1,1,0,1341.0,0,1,0,0
1,0,0,0,34,0,0,1,1853.142857142857,0,0,0,0
1,0,1,1,21,0,1,0,3184.181818181818,0,0,0,0
1,0,1,0,35,0,0,0,1855.8333333333333,0,0,0,0
0,0,1,0,5,0,0,0,2652.0,0,1,0,0
1,0,1,0,22,1,2,0,2819.9565217391305,0,1,0,1
0,0,1,0,10,1,1,1,4126.909090909091,0,0,0,1
0,0,1,0,9,1,1,1,3762.0,0,0,0,0
0,0,1,0,2,1,2,0,26666.666666666668,0,1,0,0
0,0,1,0,2,0,2,0,11952.0,0,0,0,0
0,0,1,0,2,1,2,0,1396.0,0,1,0,0
0,0,1,1,7,0,1,0,3141.0,0,1,0,0
1,0,1,0,14,1,2,1,2513.133333333333,0,1,0,1
1,0,1,0,28,0,0,1,3727.5172413793102,0,1,0,0
0,0,1,0,3,1,2,0,628.25,0,1,0,0
0,0,1,1,4,1,2,0,5916.0,0,0,0,0
0,0,1,1,5,1,1,0,8006.0,0,0,0,0
0,0,1,0,11,0,2,1,3417.0,0,0,0,0
0,1,1,0,3,0,0,0,3125.0,0,1,0,1
0,0,0,0,7,1,2,1,7593.0,0,0,0,0
0,0,1,1,3,0,1,0,4527.0,0,0,0,0
0,0,1,0,4,1,2,1,4908.0,0,0,0,0
0,0,1,1,5,0,0,0,5622.0,0,0,0,0
0,0,1,0,9,1,1,1,11633.3,0,1,0,0
0,0,1,0,5,0,1,1,7026.333333333333,0,0,0,1
0,0,1,0,9,0,0,0,8000.0,0,0,0,0
0,0,1,0,3,0,0,0,50000.0,0,1,0,0
0,0,1,0,1,1,0,0,13296.0,1,0,0,0
1,0,1,0,7,0,1,1,18750.0,0,1,0,0
0,0,1,0,5,1,2,0,1559.0,0,1,0,0
0,0,1,0,2,1,2,0,12972.0,0,0,0,0
1,0,1,0,10,1,2,0,990.5454545454545,0,0,0,0
0,0,1,0,3,1,1,1,9458.5,0,0,0,0
0,0,1,0,4,0,0,0,6074.4,0,0,0,0
0,0,0,0,2,1,2,0,4324.0,1,1,0,0
0,0,1,0,2,1,2,0,1884.0,0,0,0,0
0,0,0,0,11,0,0,1,2594.0,0,0,0,1
1,0,0,0,40,0,0,1,1418.7073170731708,0,1,0,0
1,1,1,0,14,1,1,0,4007.0666666666666,0,1,0,0
0,0,1,0,5,0,0,1,6750.0,0,0,0,1
0,0,1,1,3,1,2,0,9729.0,0,0,0,0
1,0,1,0,5,0,0,0,4050.0,0,0,0,1
0,0,1,0,2,0,0,0,4972.0,1,0,0,0
0,0,1,1,6,1,1,1,8184.571428571428,0,0,0,0
1,0,0,0,15,1,2,1,6891.25,0,0,0,0
0,0,0,0,2,0,0,0,2000.0,0,0,1,0
0,0,0,0,1,1,0,0,1944.0,0,0,0,0
0,0,1,0,5,0,0,1,6582.0,0,0,0,0
1,0,1,0,26,0,1,1,4787.37037037037,0,1,0,0
0,0,1,0,0,0,0,0,33400.0,0,0,0,1
0,0,0,0,5,1,2,1,2630.0,0,0,0,0
0,0,1,0,3,1,2,0,12485.25,0,0,0,0
0,0,1,0,2,1,1,1,16935.333333333332,0,1,0,0
1,0,1,0,17,0,1,0,7540.111111111111,0,1,0,0
0,0,1,0,10,1,2,0,5584.727272727273,0,1,0,0
0,0,1,0,2,0,0,0,1396.0,0,1,0,0
1,0,0,0,17,1,2,0,3002.722222222222,0,0,0,0
0,0,1,0,2,1,1,0,9781.0,1,0,0,0
1,0,0,0,17,0,0,0,6307.333333333333,0,0,0,0
0,0,1,1,2,1,2,0,16788.0,0,0,0,0
0,0,1,0,1,0,0,0,33036.0,0,0,0,0
0,0,1,0,2,0,0,0,15494.0,0,0,0,0
0,0,1,0,3,1,1,0,2913.0,0,0,1,0
0,0,1,0,11,0,0,1,3783.0,0,0,0,0
0,0,1,1,4,1,2,0,9728.8,0,1,0,0
1,0,1,1,3,1,1,1,1926.0,0,0,0,0
0,0,1,0,7,0,0,0,7654.5,0,0,0,0
1,0,0,0,15,0,0,0,6756.125,0,1,0,0
1,0,1,0,20,1,1,0,2316.3809523809523,0,0,0,0
0,0,1,0,10,0,0,0,6249.818181818182,0,1,0,0
0,0,1,0,1,0,1,0,6072.0,1,0,0,1
0,0,1,0,0,1,2,0,3348.0,0,1,0,0
0,0,1,1,1,0,1,0,5664.0,0,0,0,0
0,0,1,0,5,0,1,0,2958.0,0,0,0,0
0,1,1,0,0,0,0,0,9084.0,0,0,0,0
1,0,1,0,15,0,0,0,8078.6875,0,1,0,0
0,0,1,0,0,0,1,0,27144.0,0,1,0,0
1,0,1,0,11,0,0,1,3493.25,0,0,0,0
0,0,1,1,3,1,1,0,10664.0,0,1,0,0
0,0,1,0,2,0,0,0,5584.0,0,1,0,0
0,0,1,1,3,0,0,0,11046.0,1,0,0,0
0,0,1,0,10,0,0,1,12338.363636363636,0,1,0,0
0,0,1,1,6,0,0,0,5170.428571428572,1,1,0,0
0,0,1,0,5,1,2,0,988.0,0,0,0,0
0,0,1,0,5,1,1,1,5800.0,0,0,1,0
0,0,1,0,4,0,0,0,11437.0,0,0,0,1
0,0,1,1,3,0,0,0,7702.0,0,0,1,0
0,0,1,1,6,0,1,1,28571.428571428572,0,0,0,0
0,0,1,1,0,1,2,0,38778.0,0,1,0,0
0,0,0,0,7,1,2,0,4864.5,1,1,0,0
1,0,1,0,2,1,1,0,12972.0,0,0,0,0
0,0,1,0,1,0,1,1,6486.0,0,0,0,0
0,0,1,0,8,0,1,0,4246.666666666667,0,0,0,0
0,0,1,0,4,0,0,0,1684.8,0,0,0,0
0,0,0,1,8,0,0,1,3464.0,0,0,0,0
0,0,1,0,4,0,0,0,6484.8,0,0,0,0
0,0,0,0,2,1,1,0,1396.0,0,1,0,0
1,0,1,0,10,0,0,1,5425.090909090909,0,1,0,0
0,0,1,1,1,1,2,0,25944.0,0,0,0,0
1,0,1,0,11,0,1,1,6648.0,0,0,0,0
0,0,1,0,4,1,2,0,5030.2,0,0,1,0
0,0,1,1,10,1,2,0,2211.2727272727275,0,0,0,0
1,0,1,0,14,1,2,1,3963.6,0,1,0,0
0,0,1,0,4,1,2,0,9512.6,0,1,0,0
1,0,1,1,10,0,0,1,7075.545454545455,0,1,0,0
1,0,1,0,10,0,1,1,10393.09090909091,0,0,0,1
0,0,1,0,4,1,2,0,8042.4,0,0,0,0
1,0,1,0,12,1,2,0,11538.461538461539,0,1,0,0
0,0,1,0,0,1,1,0,5305.0,0,1,0,0
1,0,0,0,10,1,1,1,6140.727272727273,0,0,0,0
1,0,1,0,10,0,1,0,2817.818181818182,0,0,0,0
0,0,1,0,6,0,0,1,3464.5714285714284,0,0,0,0
0,0,1,0,7,0,0,0,5358.5,0,0,0,0
0,0,1,0,3,1,2,1,10269.25,0,0,0,0
0,0,1,0,2,1,2,1,15854.333333333334,0,0,0,0
0,0,0,1,4,1,2,0,2244.0,0,1,0,0
0,0,1,1,2,1,1,0,8648.0,0,0,0,0
0,0,1,0,7,0,0,0,4864.375,0,0,0,0
0,0,1,0,4,1,2,1,6225.6,0,0,1,0
0,0,1,0,5,0,0,0,12279.666666666666,0,1,0,0
0,0,1,0,8,1,1,0,9191.777777777777,0,1,0,0
0,0,1,0,3,1,1,0,9729.0,1,1,0,0
0,0,1,1,1,0,1,0,9078.0,0,0,1,0
1,1,1,1,3,0,1,0,4809.0,0,0,1,0
0,0,1,0,6,1,1,1,7371.428571428572,0,0,0,0
0,0,0,0,2,1,2,0,2094.3333333333335,0,1,0,0
0,0,1,0,5,1,2,0,5838.0,0,0,0,0
0,0,1,0,2,1,2,0,10808.0,0,0,0,1
1,0,1,0,12,0,0,1,2993.5384615384614,0,0,0,1
0,0,1,0,4,1,2,1,17077.0,0,0,0,0
0,0,1,0,4,0,0,1,5448.0,0,0,0,0
0,0,1,1,2,1,2,0,5336.0,0,0,0,0
0,0,1,0,3,0,0,0,8647.75,0,1,0,1
1,0,0,0,24,1,2,0,1902.52,0,0,0,0
1,0,1,0,25,1,2,1,2494.576923076923,0,0,0,1
1,0,1,0,0,0,0,1,35672.0,0,0,0,0
0,0,1,0,5,1,1,0,14413.0,0,1,0,1
0,0,0,0,3,1,2,1,10377.0,0,1,0,0
0,0,1,1,5,0,0,1,12926.0,0,1,0,0
1,0,1,0,9,1,2,1,8647.8,0,0,0,0
0,0,1,1,3,0,0,0,22548.25,0,0,0,0
0,0,0,0,0,0,0,0,9840.0,0,0,0,0
0,0,1,0,0,0,1,1,3156.0,0,0,0,0
0,1,1,0,4,0,0,0,9079.2,0,0,0,0
1,0,0,0,18,0,2,0,6802.631578947368,0,1,0,0
0,0,1,0,6,0,0,1,6177.0,0,0,0,1
0,0,0,0,2,0,1,0,5660.0,0,0,0,0
0,0,1,0,1,0,1,1,7800.0,0,0,0,0
0,0,1,0,8,1,0,0,3486.6666666666665,0,0,0,0
1,0,0,0,13,1,0,0,3688.285714285714,0,0,0,0
0,0,1,0,2,1,2,0,1536.0,0,0,0,0
1,0,1,1,7,0,2,0,8107.375,0,1,0,0
0,0,1,0,3,0,0,0,6000.0,0,0,0,0
0,0,1,0,7,0,2,0,2431.5,0,0,0,0
0,0,1,0,1,0,2,0,6283.0,0,1,0,0
1,0,1,0,2,1,1,0,15132.0,0,0,0,0
0,0,1,0,5,0,1,0,14475.5,1,0,0,1
0,0,1,0,4,0,0,1,12323.2,0,1,0,0
1,0,0,0,12,0,0,0,1663.076923076923,0,0,0,1
0,0,1,0,1,1,1,0,4686.0,0,0,0,0
0,0,1,0,3,1,2,0,2094.0,0,1,0,0
1,0,1,0,19,0,1,0,3340.5,0,0,0,0
0,0,1,0,2,0,0,1,9112.0,0,0,0,0
1,0,1,0,7,1,2,0,14375.0,0,1,0,0
1,0,0,0,10,0,0,1,16363.636363636364,0,1,0,0
1,0,1,0,17,1,2,1,3206.0,0,0,0,0
0,0,1,0,5,1,2,1,8864.0,0,1,0,0
0,0,1,1,2,0,1,0,9112.0,0,0,0,0
0,0,0,0,6,0,0,0,6680.571428571428,0,0,0,0
0,0,1,1,2,1,2,0,19764.0,1,0,0,1
0,0,1,0,4,0,0,1,21974.2,0,1,0,0
