AgeAbove35,Accessibility,Employment,MentalHealth,YearsCodePro,Employed,Skills_dist,has_advanced_degree,salary_per_year_exp,NoHigherEd,HasTopCountry,Gender_Woman,MainBranch_NotDev
0,0,0,0,10,0,0,0,7075.545454545455,1,1,0,0
0,0,1,0,4,0,0,0,6535.2,0,0,0,0
0,0,1,0,2,1,2,1,3576.0,0,1,0,1
0,0,1,0,0,1,2,0,34428.0,0,0,0,0
1,0,1,0,21,0,2,0,3685.181818181818,1,0,0,0
0,0,1,0,5,1,2,0,19166.666666666668,0,1,0,0
0,0,1,1,5,1,2,0,9201.833333333334,0,1,0,0
0,0,1,0,3,1,1,1,7554.0,0,0,0,0
1,0,0,0,23,1,1,0,8617.291666666666,0,1,0,0
1,0,1,1,2,1,1,1,6484.0,0,0,0,0
1,0,1,0,10,1,2,0,18181.81818181818,0,1,0,0
1,0,1,0,10,1,2,0,12909.09090909091,0,1,0,0
0,0,1,1,8,1,2,0,13888.888888888889,0,1,0,0
0,0,1,0,3,0,0,1,21004.75,0,1,0,0
1,0,1,0,15,1,1,0,3810.75,0,0,0,0
0,0,1,0,5,1,0,1,5188.0,0,1,0,0
0,0,0,0,5,0,2,1,10124.0,0,0,0,0
0,0,1,0,0,0,0,1,51888.0,0,1,0,0
0,0,1,0,3,0,1,0,876.0,0,0,0,0
1,0,1,0,19,1,1,0,2598.0,0,0,0,0
0,0,1,1,5,0,0,0,2745.8333333333335,0,1,0,0
0,0,1,0,2,0,0,0,13680.0,0,1,0,0
1,0,1,0,12,0,1,1,13461.538461538461,0,1,0,0
0,0,1,0,7,1,1,1,6242.625,0,0,0,0
0,0,1,0,7,1,2,1,2356.0,0,1,0,0
0,0,1,0,6,0,1,1,12044.57142857143,0,1,0,0
0,0,1,1,7,0,1,1,10134.25,0,1,0,0
1,0,1,0,10,0,0,1,6191.090909090909,0,1,0,0
0,0,1,0,5,0,0,0,2966.0,0,0,0,0
1,0,0,1,19,0,0,1,5500.0,0,1,0,1
1,0,1,0,12,0,0,0,9692.307692307691,0,1,0,0
0,0,1,0,10,1,2,0,2574.5454545454545,0,0,0,0
0,0,0,0,11,0,0,0,2079.0,0,0,0,0
0,0,1,0,1,0,0,0,2792.5,0,1,0,0
1,0,0,0,25,1,1,1,6652.192307692308,0,0,0,0
0,0,1,0,2,0,0,0,11892.0,0,0,0,0
0,0,1,0,24,0,0,0,252.96,0,0,0,0
0,0,1,0,7,1,1,0,2705.125,0,1,0,0
0,0,0,0,2,1,2,0,24000.0,0,0,0,0
0,0,0,0,4,1,1,0,5580.0,0,1,0,0
1,0,1,1,18,1,2,0,9210.526315789473,0,1,0,1
0,0,1,0,1,1,2,0,4021.0,0,1,0,0
1,0,1,0,10,0,0,1,15919.272727272728,0,0,0,0
0,0,1,0,15,1,2,0,2598.0,1,0,0,0
0,0,1,1,9,1,2,0,19000.0,0,1,0,0
0,0,1,0,6,1,2,0,4793.142857142857,0,0,0,0
0,0,1,0,3,1,1,1,20268.5,0,0,0,0
0,0,1,0,4,1,1,0,7783.2,0,0,0,0
1,0,1,0,37,1,1,0,5789.473684210527,0,1,0,0
0,0,1,0,6,0,0,1,1794.857142857143,0,1,0,0
0,0,1,1,8,1,2,1,5033.333333333333,0,0,0,0
0,0,1,0,4,0,0,0,1694.4,0,0,0,0
1,0,1,0,30,1,2,1,4935.4838709677415,0,1,0,0
1,0,0,0,27,0,0,1,4632.785714285715,0,0,0,1
0,0,1,1,4,0,0,0,15000.0,1,1,0,0
0,0,1,0,2,0,0,0,3723.0,0,1,0,0
0,0,1,1,1,0,1,1,4860.0,0,0,0,0
0,0,1,0,4,0,1,0,6143.2,0,1,0,0
1,0,1,0,25,0,0,0,3118.230769230769,0,1,0,0
0,0,1,0,10,0,2,0,4909.090909090909,0,0,0,0
1,0,1,1,19,1,2,0,3567.0,0,0,0,0
1,0,1,0,20,1,2,0,10238.095238095239,0,1,1,0
0,0,1,0,10,1,1,0,1269.2727272727273,0,1,0,0
1,0,0,0,10,0,0,1,5668.363636363636,0,0,0,0
1,0,1,0,35,1,1,1,2702.4444444444443,0,0,0,0
0,0,1,0,3,1,1,1,12972.0,0,0,0,0
0,0,1,0,6,0,1,1,9174.857142857143,0,1,0,0
1,0,1,1,15,1,0,1,4726.9375,0,1,0,0
1,0,1,0,5,0,0,0,6004.0,1,0,0,0
0,0,1,0,6,1,2,0,7875.714285714285,0,0,0,0
0,0,1,0,3,0,0,1,9458.5,0,0,0,0
1,0,1,0,10,1,2,0,6188.0,0,1,0,0
1,0,1,0,10,1,2,0,18181.81818181818,0,1,0,0
1,0,0,1,15,1,1,0,4120.125,0,1,1,0
0,0,1,0,7,0,1,0,4621.5,0,0,0,0
0,0,0,0,2,0,1,0,3860.0,0,0,1,0
1,0,1,1,15,0,0,0,12687.5,0,1,0,0
0,0,1,0,2,1,2,0,2836.0,0,0,0,0
0,0,0,0,1,0,0,1,1914.0,0,0,0,0
1,0,0,0,13,0,1,0,2316.0,0,0,0,0
1,0,1,0,20,0,1,0,2933.714285714286,0,0,0,0
0,0,1,0,5,0,0,0,6833.333333333333,0,0,0,0
1,0,1,0,20,1,1,0,3809.190476190476,0,1,0,1
0,0,1,0,5,1,1,0,16666.666666666668,0,1,0,1
0,0,1,0,5,0,1,0,13387.5,0,1,0,0
1,0,0,0,16,0,1,0,8823.529411764706,0,1,0,0
0,0,1,0,12,1,2,0,5495.846153846154,0,0,0,0
1,0,1,0,20,0,2,0,2779.6666666666665,0,0,0,1
0,0,1,0,8,0,0,0,5242.666666666667,0,0,0,0
0,0,1,1,13,1,2,0,1356.0,0,1,0,0
1,0,1,0,23,1,1,0,2702.4583333333335,0,1,0,0
0,0,1,1,4,0,0,0,5707.2,0,0,0,0
0,0,1,0,3,1,1,0,20687.5,0,1,0,1
0,0,1,1,1,1,2,0,11676.0,1,0,0,0
1,0,1,1,5,0,0,0,11848.833333333334,0,1,0,0
0,0,1,0,7,1,2,1,11026.0,0,1,0,0
0,0,1,0,6,0,0,1,6647.571428571428,0,1,0,0
0,0,1,0,11,0,0,0,4962.0,0,0,0,0
0,0,1,0,3,0,0,0,8400.0,0,1,0,0
0,0,1,0,7,1,2,1,4932.0,0,0,0,0
0,0,1,0,10,1,2,0,1532.7272727272727,0,0,0,0
0,0,1,0,8,0,0,1,19457.333333333332,0,0,0,0
0,0,1,1,13,1,2,0,2386.285714285714,0,0,0,0
0,0,1,0,8,1,1,0,12222.222222222223,0,1,0,0
1,0,0,0,14,0,0,0,1600.0,0,0,0,0
0,0,1,0,1,1,2,0,2792.5,0,1,0,0
1,0,0,0,15,1,1,1,4687.5,0,0,0,0
0,0,1,0,2,0,0,1,3264.0,0,0,1,0
0,0,1,1,5,0,0,1,33333.333333333336,0,1,0,0
0,0,1,0,4,0,2,0,28800.0,0,1,0,0
0,0,1,0,0,1,2,1,24000.0,0,0,0,0
1,0,1,0,7,0,1,1,11485.375,0,1,0,0
0,0,1,0,5,1,2,0,1279.8333333333333,0,1,0,0
1,0,1,0,43,0,1,0,1886.3636363636363,1,1,0,0
0,0,1,0,3,1,1,0,18909.0,0,1,0,0
0,0,1,1,5,0,0,0,2830.0,0,0,0,0
1,0,1,1,1,0,0,0,50000.0,0,1,0,0
1,0,1,0,30,1,1,0,1217.8064516129032,0,0,0,0
1,0,1,0,15,0,0,0,6463.0,0,1,0,0
0,0,1,0,8,0,0,1,9205.333333333334,0,0,0,0
0,0,1,0,5,1,2,0,2327.0,0,1,0,0
0,0,1,0,3,0,0,0,7272.0,0,0,0,0
0,0,1,0,12,1,2,1,1631.076923076923,0,0,0,0
1,0,1,1,40,0,0,0,4878.048780487805,0,1,0,1
0,0,1,0,6,1,1,0,3186.8571428571427,0,0,0,0
1,0,1,0,29,0,0,1,2774.5333333333333,0,0,0,0
0,0,1,0,10,0,0,0,5085.818181818182,0,0,0,0
0,0,1,0,9,1,1,0,8789.6,0,1,0,0
0,0,1,1,6,0,0,0,11428.57142857143,0,1,0,0
1,0,1,0,15,1,2,0,2432.25,0,0,0,0
1,0,1,0,15,1,1,1,10944.9375,0,1,0,0
1,0,1,0,30,0,0,1,6254.4838709677415,0,1,0,1
0,0,1,0,13,1,2,0,2418.0,0,0,0,0
0,0,1,0,5,0,2,0,6000.0,0,0,0,1
0,0,1,0,4,0,0,1,33200.0,0,1,0,0
1,0,1,0,13,0,1,1,4632.785714285715,0,0,0,0
0,0,1,0,13,0,0,0,15714.285714285714,0,1,0,0
1,0,1,0,20,1,2,0,4247.0952380952385,0,1,0,0
0,0,1,0,5,0,0,0,8647.833333333334,0,1,0,0
0,0,0,0,7,0,0,1,7566.875,0,0,0,1
1,0,1,1,11,0,0,1,3262.0,0,0,0,0
1,0,1,0,16,0,0,0,3114.235294117647,0,1,0,0
1,0,1,0,21,1,0,0,4090.909090909091,0,1,0,0
1,0,1,0,12,0,0,0,6363.538461538462,0,1,0,0
0,0,1,0,6,1,1,0,11429.714285714286,1,0,0,1
0,0,1,0,1,1,2,0,32500.0,0,1,0,0
0,0,1,1,4,1,2,0,4516.8,0,0,0,0
0,0,1,0,0,1,1,0,8436.0,0,0,1,0
0,0,0,0,1,1,0,0,2916.0,0,1,0,0
0,0,0,0,11,1,1,0,2792.3333333333335,0,1,0,0
1,0,1,0,38,0,0,1,1330.4615384615386,0,0,0,1
0,0,1,0,7,1,2,1,20000.0,0,1,0,0
0,0,1,1,3,0,0,1,12161.0,0,0,0,0
0,0,1,1,11,0,2,0,6756.166666666667,0,1,0,0
1,0,1,0,16,0,0,1,3306.529411764706,0,0,0,0
0,0,1,0,3,1,2,0,2490.0,0,0,0,1
1,0,1,0,8,1,2,0,22222.222222222223,0,1,0,0
0,0,1,0,3,0,0,0,486.0,0,0,0,0
0,0,1,0,2,1,2,0,22185.333333333332,0,1,0,0
0,0,1,0,10,1,1,1,3799.6363636363635,0,0,0,0
1,0,1,0,25,0,0,0,4615.384615384615,0,1,0,0
0,1,1,1,3,1,2,0,8433.0,0,0,0,0
0,0,1,1,6,1,2,0,1296.0,1,0,0,0
0,0,1,0,1,0,0,0,3366.0,0,0,0,0
1,0,1,0,38,0,0,0,923.0769230769231,0,0,0,0
0,0,0,1,3,1,1,0,276.0,1,0,0,1
0,0,1,1,6,1,1,0,2991.4285714285716,0,1,0,0
0,0,1,0,6,0,0,0,12354.0,0,1,0,0
1,0,1,0,25,1,0,1,6153.846153846154,0,1,0,1
0,0,1,0,3,0,0,0,11382.0,0,0,1,0
1,0,1,0,26,1,2,1,2337.777777777778,0,0,0,0
1,1,1,1,23,0,1,1,2432.2083333333335,0,1,0,0
0,0,1,1,0,1,2,0,12324.0,0,0,1,0
1,0,1,0,16,1,2,0,6176.470588235294,0,1,0,0
0,0,1,0,7,0,0,0,10400.0,0,1,0,0
0,0,1,1,4,1,1,0,16200.0,0,1,0,0
1,0,1,0,19,0,2,0,3243.0,0,0,0,0
0,0,1,0,8,1,1,1,11777.777777777777,0,1,0,0
1,0,1,0,7,1,2,0,15625.0,0,1,0,0
0,0,1,0,7,1,2,1,8750.0,0,0,0,0
0,0,1,0,8,0,1,0,3558.6666666666665,0,0,0,0
0,0,0,0,6,1,2,0,1614.857142857143,0,0,0,0
1,0,0,0,32,0,0,0,2603.2727272727275,1,0,0,0
1,0,1,0,19,1,1,0,972.9,1,0,0,1
1,0,0,0,14,0,0,0,6666.666666666667,0,0,0,0
1,0,1,0,15,0,0,1,3231.5,0,1,0,1
0,0,1,0,7,0,0,0,7553.375,0,1,0,0
1,0,1,0,15,0,0,1,12500.0,0,1,0,1
0,0,1,0,3,1,2,0,15126.25,0,1,0,0
0,0,1,1,3,0,0,0,4581.5,0,0,1,1
1,0,1,0,12,0,1,1,8315.23076923077,0,1,0,0
0,0,1,0,13,1,2,1,1571.142857142857,0,0,0,0
0,0,1,0,8,1,2,1,15833.444444444445,0,0,0,0
0,0,1,0,6,0,0,1,18465.571428571428,0,1,0,1
0,0,1,0,3,0,0,1,23250.0,0,1,0,0
0,0,1,0,5,0,0,0,12875.0,0,1,0,0
0,0,1,0,0,0,2,0,9540.0,0,0,0,0
1,0,1,1,8,1,2,1,7206.555555555556,0,0,0,0
0,0,0,0,5,1,2,0,200.0,0,0,0,0
0,0,1,0,5,1,2,1,5152.666666666667,0,0,0,0
1,0,1,0,12,0,1,1,6741.384615384615,0,1,0,0
0,0,1,0,3,0,0,0,6631.75,0,1,0,0
0,0,1,0,4,1,2,0,4136.4,0,1,0,0
0,0,1,1,10,1,2,0,11781.818181818182,0,1,0,0
1,0,1,1,20,0,0,0,3603.285714285714,0,1,0,0
1,0,1,1,25,0,0,0,4461.538461538462,0,1,0,0
0,0,1,0,6,0,1,0,14857.142857142857,0,1,1,0
0,0,1,0,2,1,2,0,12064.333333333334,1,1,0,0
0,0,0,0,4,1,2,1,501.6,0,1,0,0
0,0,0,0,0,1,1,0,2508.0,0,1,0,0
0,1,1,1,0,0,0,0,7000.0,0,0,0,1
0,0,0,0,0,1,2,0,17500.0,0,0,0,0
0,0,1,0,1,1,1,0,5700.0,0,0,0,0
0,0,1,0,3,0,0,0,4215.0,1,0,0,1
0,0,1,0,2,1,1,0,1954.6666666666667,0,1,0,0
0,0,1,0,0,1,0,0,18160.0,0,0,0,0
1,0,1,0,21,0,0,1,3095.5454545454545,0,0,0,0
0,0,1,1,5,1,1,0,7927.166666666667,0,1,0,0
0,0,1,0,10,0,0,1,5875.454545454545,0,1,0,0
0,0,1,0,2,0,0,1,23040.333333333332,0,0,1,0
1,0,0,0,24,1,0,0,1902.52,0,0,0,0
0,0,1,0,4,0,1,1,23783.8,0,1,0,0
0,0,1,0,8,1,2,0,6360.0,0,1,0,0
1,0,1,0,15,1,2,0,13.5,0,0,0,0
1,0,1,0,14,1,2,0,1664.8,0,0,0,0
0,0,0,1,10,0,0,0,14101.0,0,1,0,0
0,0,1,0,10,0,1,0,2728.909090909091,0,1,0,0
0,0,1,1,3,0,0,1,118.75,0,0,1,0
0,0,1,0,6,0,0,1,6331.428571428572,0,0,0,0
0,0,1,0,5,0,1,0,10833.333333333334,0,1,0,0
1,0,1,0,20,1,0,0,2881.190476190476,0,1,0,0
0,0,1,1,3,0,0,0,1800.0,0,1,0,0
0,0,1,0,2,0,0,0,1256.6666666666667,0,1,0,0
1,0,1,0,35,1,1,0,4444.444444444444,0,1,0,0
0,1,1,0,2,1,2,0,19104.0,0,0,0,0
0,0,1,0,2,0,0,0,22666.666666666668,0,1,0,0
1,0,1,0,20,1,2,0,6857.142857142857,0,1,0,0
0,0,1,1,2,1,2,0,20000.0,0,1,0,1
0,0,1,0,2,0,0,0,5227.333333333333,0,1,1,0
1,0,1,0,3,0,1,1,20268.5,0,1,0,1
1,0,1,1,16,1,0,0,2889.3529411764707,0,1,0,0
0,0,1,0,10,0,1,0,3066.5454545454545,0,0,0,0
1,0,1,0,15,0,0,1,876.0,0,0,0,1
0,0,1,0,3,0,1,0,15759.0,0,0,0,0
0,0,1,0,3,0,0,1,6486.0,0,0,0,0
0,0,1,0,7,1,1,1,2010.0,0,1,0,0
0,0,1,0,1,1,2,0,45000.0,0,1,0,0
0,0,1,1,10,0,0,1,10154.0,0,1,0,0
0,0,1,0,1,0,0,0,32500.0,0,1,0,1
0,0,0,0,1,1,2,0,30000.0,0,0,0,0
0,0,1,0,7,0,0,1,4092.0,0,0,0,0
1,0,1,1,26,0,1,0,5555.555555555556,0,1,0,0
0,0,1,0,3,0,1,0,15243.0,0,1,0,0
0,0,1,0,11,0,1,0,1977.9166666666667,0,1,0,0
0,0,1,0,6,1,0,1,8925.857142857143,0,1,0,0
0,0,1,0,8,1,2,0,2726.6666666666665,0,0,0,0
0,0,1,0,3,0,1,0,7850.0,0,1,0,0
1,0,1,0,23,1,2,0,6250.0,0,1,0,0
0,0,1,0,1,1,2,0,2934.0,0,1,0,0
0,0,1,0,18,0,0,1,2730.8947368421054,0,0,0,0
0,0,1,0,8,0,1,0,3257.777777777778,0,1,0,0
1,0,1,0,11,0,0,0,8750.0,0,1,0,0
1,0,1,0,12,0,0,0,10340.76923076923,0,1,0,0
0,0,1,1,8,1,1,0,610.6666666666666,0,0,0,0
1,0,1,0,17,0,0,0,3963.3333333333335,0,0,0,0
1,0,1,0,16,1,1,0,2416.294117647059,0,0,0,0
1,0,1,1,3,1,1,0,17500.0,0,1,0,0
1,0,1,0,12,0,0,0,4573.384615384615,0,0,0,0
0,0,1,0,3,1,1,1,3918.0,0,0,0,0
1,0,1,0,26,0,0,1,1681.5185185185185,0,0,0,0
0,0,1,0,6,1,2,0,4986.285714285715,0,1,0,0
0,0,0,0,4,1,2,0,34590.0,1,1,0,0
0,0,1,0,8,1,1,1,16666.666666666668,0,1,0,0
0,0,0,0,0,1,1,0,11328.0,0,0,0,0
0,0,1,1,6,1,1,0,6832.285714285715,0,1,0,0
1,0,1,1,12,1,0,1,6153.846153846154,0,1,0,0
1,0,1,0,16,0,0,1,4959.764705882353,0,1,0,1
1,0,1,1,21,1,2,0,3685.181818181818,0,0,0,0
0,0,1,0,2,0,0,1,2036.0,0,0,0,0
1,0,0,0,35,0,0,0,4504.083333333333,0,1,0,0
0,0,0,0,9,1,2,0,4156.8,0,0,0,0
0,0,1,1,2,0,0,0,7800.0,0,0,0,1
1,0,1,1,20,1,2,0,4523.809523809524,0,0,0,0
0,0,1,0,9,0,0,1,5729.2,0,0,0,0
0,0,1,0,3,1,1,0,1919.75,0,1,0,0
0,0,1,0,0,0,0,0,9862.0,0,0,0,0
0,0,1,0,4,0,0,0,3207.0,0,0,0,0
0,0,1,0,5,0,1,0,12251.166666666666,0,1,0,1
1,0,1,0,23,0,0,0,2140.5,0,0,0,0
0,0,1,0,4,1,2,0,11193.4,0,1,0,0
0,0,1,0,7,0,0,0,1015.5,0,0,0,0
0,0,1,1,13,1,2,1,4262.571428571428,0,0,0,0
0,0,1,0,5,1,0,1,6708.0,0,0,0,0
1,0,0,0,16,1,0,0,3497.5882352941176,0,1,0,0
1,0,1,1,35,0,0,1,1501.9444444444443,0,1,0,0
0,0,1,0,1,1,2,0,8142.0,0,0,0,0
1,0,1,0,16,0,0,1,2796.0,0,0,0,0
0,0,0,0,2,0,2,1,21620.0,0,0,0,0
0,0,1,0,10,1,2,0,14090.90909090909,0,1,0,0
0,0,1,0,4,1,1,0,6485.8,0,0,0,0
0,0,1,0,8,1,2,0,3238.6666666666665,0,0,0,1
1,0,1,1,12,1,1,1,2326.153846153846,0,0,0,1
0,0,1,0,7,1,2,0,1986.0,0,0,0,0
0,0,1,0,1,1,1,0,3348.0,0,1,0,0
0,0,1,1,5,0,0,1,11138.0,0,0,0,0
0,0,0,0,10,1,2,0,6903.363636363636,0,0,0,0
0,0,1,0,0,0,0,0,98064.0,0,0,0,0
0,0,1,0,2,1,2,0,836.0,0,1,0,0
0,0,1,0,11,0,0,0,9909.916666666666,0,1,0,0
1,0,1,1,5,0,1,1,23333.333333333332,0,1,0,0
1,0,1,0,14,0,1,1,8666.666666666666,0,1,0,0
0,0,1,0,11,1,2,0,4540.0,0,0,0,0
1,0,1,0,15,1,1,1,5598.0,0,0,0,0
0,0,1,0,9,1,2,0,8107.4,0,0,0,0
1,0,1,0,15,1,1,1,7187.5,0,1,0,0
0,0,1,0,0,0,0,1,38778.0,0,1,0,0
1,0,1,0,12,1,1,0,4396.615384615385,0,0,0,0
0,0,1,1,9,0,0,0,15000.0,0,1,0,0
0,0,0,0,5,1,2,1,7594.0,0,0,0,1
0,0,1,0,10,1,1,0,11818.181818181818,0,1,0,1
0,0,1,0,21,1,2,0,3537.818181818182,0,0,0,0
0,0,1,0,9,1,2,0,2512.8,0,1,0,0
0,0,1,0,7,0,0,1,10674.625,0,1,0,0
0,0,1,0,2,0,1,1,41000.0,0,1,0,0
1,0,1,0,10,0,0,1,8844.363636363636,0,1,0,0
1,0,0,0,13,1,1,1,7500.0,0,1,0,0
0,0,1,0,2,0,0,0,1228.6666666666667,0,1,0,0
0,0,0,0,7,0,1,0,6875.0,0,0,0,0
1,0,1,0,7,0,0,1,13750.0,0,1,0,1
0,0,1,0,10,0,1,1,8250.727272727272,0,1,0,0
1,0,1,1,12,1,2,1,5321.7692307692305,0,1,0,1
0,0,1,0,0,1,2,0,9773.0,0,1,0,0
0,0,1,0,7,1,1,0,4053.625,0,0,0,0
1,0,1,1,31,1,0,0,2562.5,0,1,0,0
0,0,1,1,5,1,2,0,12666.666666666666,0,1,0,0
0,0,1,0,5,0,0,0,1419.5,0,1,0,0
1,0,1,0,42,0,0,0,1627.906976744186,0,1,0,0
0,0,1,0,9,0,1,0,2886.0,0,0,0,0
0,0,0,1,12,0,1,0,910.1538461538462,0,0,0,0
0,0,1,0,1,1,2,0,12565.5,0,1,0,0
1,0,1,0,16,1,1,1,4578.35294117647,0,0,0,0
0,0,1,0,7,1,2,0,6947.75,0,1,0,0
0,0,0,0,5,1,2,0,20000.0,0,0,0,0
0,0,1,0,2,1,0,0,10340.0,0,1,0,0
0,0,1,0,11,0,1,1,3617.0,0,0,0,0
1,0,1,0,13,1,2,0,6928.571428571428,0,1,1,0
0,0,1,1,3,1,1,1,6486.0,0,0,0,0
1,0,1,0,7,1,1,1,1899.0,0,0,0,1
0,0,1,0,10,0,1,1,2284.6363636363635,0,1,0,0
0,0,0,1,6,1,2,0,7853.142857142857,0,0,0,0
1,0,1,0,20,0,0,0,3603.285714285714,0,1,0,0
0,0,1,0,3,0,0,0,7566.75,0,0,0,0
0,0,1,0,4,1,2,1,8215.4,0,0,0,0
0,0,0,1,4,1,2,0,2373.6,0,0,0,0
1,0,0,1,20,0,0,0,8235.714285714286,0,1,0,0
0,0,1,1,6,0,0,1,13829.714285714286,0,1,0,0
0,0,1,0,4,1,2,0,13418.4,0,0,0,0
0,0,1,0,4,0,0,0,15200.0,0,1,0,0
0,0,0,1,1,0,1,0,39672.0,0,0,0,0
0,0,1,0,1,1,2,0,20043.0,0,0,0,0
1,1,1,0,10,1,0,1,2727.2727272727275,0,0,0,0
1,0,1,0,28,0,0,0,5862.068965517241,0,1,0,0
0,1,1,0,3,0,0,0,6621.0,0,0,0,0
0,0,1,0,2,1,1,1,12611.333333333334,0,0,0,0
0,0,1,0,6,1,1,0,8571.42857142857,0,1,0,0
1,0,1,0,16,0,0,0,1495.764705882353,0,0,0,0
1,1,1,1,21,1,2,1,3685.181818181818,0,0,0,1
0,0,1,0,5,0,1,0,4708.0,0,0,0,0
0,0,1,0,4,0,0,0,2446.0,0,1,0,0
0,0,0,0,5,1,1,0,1396.0,0,1,0,0
0,0,1,0,8,0,0,0,16666.666666666668,0,1,0,0
0,0,1,0,8,0,0,0,4033.3333333333335,0,1,0,0
0,0,1,0,1,1,1,0,1686.0,0,0,0,0
0,0,1,0,3,0,0,1,10053.0,0,1,0,1
0,0,0,0,10,1,1,0,1249.090909090909,0,0,0,0
1,0,1,1,22,1,0,0,1015.304347826087,1,0,0,0
0,0,1,0,11,1,1,0,6463.0,0,1,0,0
1,0,1,0,20,1,1,0,2701.095238095238,0,1,0,0
0,0,1,0,5,0,1,0,12605.166666666666,0,1,0,0
0,0,1,0,5,1,0,1,17166.666666666668,0,1,0,0
0,0,1,0,6,1,0,1,13571.42857142857,0,1,0,0
0,0,1,1,2,0,1,1,21543.333333333332,0,1,0,1
0,0,1,0,5,1,1,0,13744.0,0,0,0,0
1,0,1,0,2,0,0,1,36032.666666666664,0,1,0,1
0,0,1,1,4,1,2,0,1286.4,0,0,1,0
0,0,1,0,5,0,1,0,12605.166666666666,0,1,0,0
0,0,1,0,13,1,1,0,6022.571428571428,0,1,0,0
0,0,1,0,2,1,1,1,6484.0,0,0,0,0
1,0,0,0,16,0,2,0,8371.058823529413,0,0,0,0
0,0,1,0,13,0,1,0,7875.428571428572,0,0,0,0
0,0,0,1,1,0,0,1,5405.0,0,0,0,0
0,0,1,0,2,1,2,1,20178.333333333332,0,0,0,0
0,0,1,0,6,0,2,0,5285.714285714285,0,1,0,0
0,0,1,0,4,1,1,1,12000.0,0,0,1,0
1,0,1,0,5,1,1,1,13326.0,0,0,0,0
0,0,1,0,12,0,0,0,12307.692307692309,0,1,0,0
0,0,1,0,3,0,0,1,5945.5,0,0,0,0
0,0,1,1,5,0,1,0,14496.0,0,1,0,0
0,0,1,0,5,0,0,0,2850.0,0,0,0,0
1,0,1,0,20,1,1,1,3088.5238095238096,0,1,0,0
0,0,1,0,4,1,2,0,6700.8,0,1,0,0
0,0,1,0,6,0,1,1,3787.5714285714284,0,0,0,1
1,0,1,1,8,0,2,0,21543.222222222223,0,1,0,1
0,0,1,1,6,1,2,1,1760.5714285714287,0,0,0,0
0,0,1,0,2,0,0,0,28666.666666666668,0,1,0,0
1,0,1,0,18,0,0,1,10160.631578947368,0,1,0,0
0,0,1,0,5,0,1,1,7026.333333333333,0,0,0,0
1,0,1,1,5,1,2,0,10084.166666666666,0,1,0,0
0,0,1,0,6,1,1,0,2593.714285714286,0,0,0,0
0,0,1,0,4,0,1,0,26400.0,0,1,0,0
0,0,1,0,8,0,1,0,8193.444444444445,0,1,0,0
0,0,1,0,8,1,1,0,6966.333333333333,0,1,0,0
1,0,1,1,11,0,1,0,5498.0,0,0,0,0
0,0,1,0,2,1,1,0,9164.0,0,0,0,0
0,0,1,0,7,1,0,1,4729.25,0,0,0,0
0,0,1,0,8,1,1,0,1020.0,0,0,0,0
1,0,1,0,16,0,1,0,8705.882352941177,0,1,0,0
1,0,1,0,20,1,2,0,6428.571428571428,0,1,0,0
1,0,1,1,9,1,2,0,5170.4,1,1,0,0
1,0,1,0,8,0,0,1,4804.333333333333,0,0,0,0
1,0,0,0,16,1,0,1,5038.235294117647,0,0,0,0
0,0,1,0,4,1,2,0,4939.2,0,0,0,0
0,0,0,0,4,0,0,1,3736.8,0,0,0,0
0,0,1,0,4,0,0,0,3621.6,0,0,0,0
0,1,1,1,2,0,0,0,59666.666666666664,0,1,0,0
1,0,0,0,18,0,0,1,11055.263157894737,0,1,0,0
1,0,1,0,15,0,0,0,9849.75,0,0,0,0
0,0,1,0,8,0,1,1,12010.888888888889,0,0,0,0
0,0,1,0,6,1,1,1,6509.142857142857,0,0,0,0
0,0,1,0,1,1,2,0,840.0,0,0,0,0
0,0,1,0,5,1,1,0,4934.0,0,0,0,0
1,0,1,0,13,1,2,0,1510.2857142857142,0,0,0,0
0,0,1,0,0,0,0,0,6852.0,0,0,0,0
0,0,1,0,3,1,0,0,6075.0,0,0,0,0
1,0,1,0,13,0,1,0,3860.6428571428573,0,0,0,0
0,0,1,1,2,1,2,0,12926.0,0,0,0,0
1,0,1,0,4,0,0,1,26000.0,0,1,0,0
0,0,1,0,2,0,0,0,23333.333333333332,0,1,0,0
0,0,1,0,6,1,2,1,10037.714285714286,0,0,0,0
0,0,1,0,2,1,2,0,4344.0,0,0,0,0
1,0,1,0,10,0,0,1,4913.545454545455,0,0,0,0
1,0,0,1,15,0,1,0,8868.75,0,1,0,0
0,0,0,0,6,0,0,1,9265.714285714286,0,1,0,0
1,0,1,1,24,1,1,1,5188.72,0,1,0,0
1,0,1,0,12,1,0,1,1825.7692307692307,0,1,0,0
0,0,1,0,4,1,1,0,12453.6,0,1,0,0
1,0,1,0,13,1,0,0,9642.857142857143,0,1,0,0
0,0,1,0,2,0,0,0,7911.666666666667,0,1,0,0
0,0,1,0,9,1,1,0,3799.2,0,0,0,0
0,0,1,0,2,1,2,0,6282.666666666667,0,1,0,0
0,0,1,0,4,0,1,0,2097.2,0,0,0,0
0,0,1,1,4,0,0,0,2304.0,0,0,0,0
0,0,1,0,6,0,1,0,11582.0,0,0,0,0
1,0,1,0,11,1,1,1,8287.5,0,0,0,0
1,0,1,0,8,1,1,1,8000.0,0,1,0,0
